"","az","date","senat","kammer","r1","r2","r3","r1_f","r2_f","r3_f","gv","ersetzt","ersatz","konform","c_nach_gversatz","crit","whichgv","gv_mod","real_c","drop","gv_viol"
"2672"," 2 BvR 542/09  ",2009-07-23,2,2,"Broß","Lübbe-Wolff","Landau","Broß","DiFabio","Landau","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh","DiFabio","Lübbe-Wolff","Broß Landau Voßkuhle",1,0,"2","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh",1,FALSE,1
"246"," 2 BvR 343/09  ",2009-08-11,2,2,"Broß","DiFabio","Lübbe-Wolff","Broß","DiFabio","Landau","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh","Landau","Lübbe-Wolff","Broß DiFabio Voßkuhle",1,0,"2","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh",1,FALSE,1
"1074"," 2 BvR 2307/06  ",2010-02-04,2,2,"Broß","DiFabio","Gerhardt","Broß","DiFabio","Landau","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh","Landau","Gerhardt","Broß DiFabio Voßkuhle",1,0,"4","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh",1,FALSE,1
"370"," 2 BvR 571/10  ",2010-06-30,2,2,"DiFabio","Lübbe-Wolff","Landau","Broß","DiFabio","Landau","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh","Broß","Lübbe-Wolff","DiFabio Landau Voßkuhle",1,0,"2","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh",1,FALSE,1
"5229"," 2 BvL 12/09  ",2010-11-16,2,2,"Broß","DiFabio","Landau","DiFabio","Gerhardt","Hermanns","Huber Lübbe-Wolff Mellinghoff Landau Voßkuhle","Gerhardt Hermanns","Broß Landau","DiFabio Huber Lübbe-Wolff",1,0,"4","Huber Lübbe-Wolff Mellinghoff Landau Voßkuhle",0,FALSE,1
"5466"," 2 BvR 947/11  ",2011-09-22,2,2,"Kirchhof","Schluckebier","Baer","DiFabio","Gerhardt","Hermanns","Huber Lübbe-Wolff Mellinghoff Landau Voßkuhle","DiFabio Gerhardt Hermanns","Kirchhof Schluckebier Baer","Huber Lübbe-Wolff Landau",1,0,NA,"Huber Lübbe-Wolff Landau Voßkuhle",1,FALSE,NA
"1008"," 2 BvR 1010/10         2 BvR 1219/10  ",2011-10-11,2,2,"Gerhardt","Huber","Hermanns","DiFabio","Gerhardt","Hermanns","Huber Lübbe-Wolff Mellinghoff Landau Voßkuhle","DiFabio","Huber","Gerhardt Hermanns Huber",2,0,"1","Huber Lübbe-Wolff Mellinghoff Landau Voßkuhle",2,FALSE,0
"2927"," 2 BvQ 50/12  ",2012-11-23,2,2,"Lübbe-Wolff","Gerhardt","Müller","Gerhardt","Hermanns","Müller","Kessal-Wulf Huber Lübbe-Wolff Landau Voßkuhle","Hermanns","Lübbe-Wolff","Gerhardt Müller Kessal-Wulf",1,0,"3","Kessal-Wulf Huber Lübbe-Wolff Landau Voßkuhle",2,FALSE,1
"2654"," 2 BvR 85/13  ",2013-06-30,2,2,"Lübbe-Wolff","Landau","Kessal-Wulf","Gerhardt","Hermanns","Müller","Kessal-Wulf Landau Lübbe-Wolff Huber Voßkuhle","Gerhardt Hermanns Müller","Lübbe-Wolff Landau Kessal-Wulf","Kessal-Wulf Landau Lübbe-Wolff",1,0,"1 2 3","Kessal-Wulf Landau Lübbe-Wolff Huber Voßkuhle",1,FALSE,0
"3098","  2 BvR 1698/12  ",2014-08-12,2,2,"Landau","König","Maidowski","Landau","Kessal-Wulf","König","Maidowski Müller Huber Hermanns Voßkuhle","Kessal-Wulf","Maidowski","Landau König Maidowski",0,1,"1","Maidowski Müller Huber Hermanns Voßkuhle",0,FALSE,0
"3064","  2 BvR 1513/14  ",2014-08-18,2,2,"Landau","Müller","König","Landau","Kessal-Wulf","König","Maidowski Müller Huber Hermanns Voßkuhle","Kessal-Wulf","Müller","Landau König Maidowski",0,1,"2","Maidowski Müller Huber Hermanns Voßkuhle",0,FALSE,1
"5672","  2 BvR 869/15  ",2015-05-29,2,2,"Hermanns","Kessal-Wulf","König","Landau","Kessal-Wulf","König","Maidowski Müller Huber Hermanns Voßkuhle","Landau","Hermanns","Kessal-Wulf König Maidowski",0,1,"4","Maidowski Müller Huber Hermanns Voßkuhle",1,FALSE,1
"5682"," 2 BvR 1180/15  ",2015-08-12,2,2,"Landau","König","Maidowski","Landau","Kessal-Wulf","König","Maidowski Müller Huber Hermanns Voßkuhle","Kessal-Wulf","Maidowski","Landau König Maidowski",0,1,"1","Maidowski Müller Huber Hermanns Voßkuhle",0,FALSE,0
"343","  2 BvR 2343/14  ",2015-09-02,2,2,"Müller","Kessal-Wulf","Maidowski","Landau","Kessal-Wulf","König","Maidowski Müller Huber Hermanns Voßkuhle","Landau König","Müller Maidowski","Kessal-Wulf Maidowski Müller",0,1,"1 2","Maidowski Müller Huber Hermanns Voßkuhle",0,FALSE,0
"2906"," 2 BvR 1206/98  ",1998-07-31,2,3,"Kirchhof","Jentsch","Graßhof","Limbach","Graßhof","Kirchhof","Hassemer Jentsch Sommer Winter Kruis","Limbach","Jentsch","Kirchhof Graßhof Jentsch",1,0,"1","Jentsch Sommer Winter Kruis",1,FALSE,0
"4961"," 2 BvQ 28/98  ",1998-08-11,2,3,"Limbach","Graßhof","Sommer","Limbach","Graßhof","Kirchhof","Hassemer Jentsch Sommer Winter Kruis","Kirchhof","Sommer","Limbach Graßhof Hassemer",3,1,"3","Hassemer Jentsch Sommer Winter Kruis",3,FALSE,1
"1913"," 2 BvR 559/99  ",1999-03-31,2,3,"Kirchhof","Jentsch","Osterloh","Limbach","Kirchhof","Jentsch","Osterloh Broß Sommer Winter Hassemer","Limbach","Osterloh","Kirchhof Jentsch Osterloh",1,0,"1","Osterloh Broß Sommer Winter",1,FALSE,0
"4697"," 2 BvR 1313/93  ",1999-07-11,2,3,"Papier","Bryde","Schluckebier","Limbach","Kirchhof","Jentsch","Osterloh Broß Sommer Winter Hassemer","Limbach Kirchhof Jentsch","Papier Bryde Schluckebier","Osterloh Broß Sommer",2,0,NA,"Osterloh Broß Sommer",1,FALSE,NA
"5226"," 2 BvR 1177/99  ",1999-07-26,2,3,"Limbach","Jentsch","Osterloh","Limbach","Kirchhof","Jentsch","Osterloh Broß Sommer Winter Hassemer","Kirchhof","Osterloh","Limbach Jentsch Osterloh",2,0,"1","Osterloh Broß Sommer",2,FALSE,0
"822"," 2 BvR 1461/99  ",1999-08-13,2,3,"Limbach","Sommer","Jentsch","Limbach","Kirchhof","Jentsch","Osterloh Broß Sommer Winter Hassemer","Kirchhof","Sommer","Limbach Jentsch Osterloh",2,0,"3","Osterloh Broß Sommer Hassemer",2,FALSE,1
"3124"," 2 BvR 1307/99  ",1999-08-16,2,3,"Sommer","Jentsch","Broß","Limbach","Kirchhof","Jentsch","Osterloh Broß Sommer Winter Hassemer","Limbach","Broß","Sommer Jentsch Osterloh",2,0,"2","Osterloh Broß Hassemer",1,FALSE,1
"1704"," 2 BvR 2414/99  ",2000-01-11,2,3,"Hassemer","Broß","DiFabio","Limbach","Winter","Hassemer","DiFabio Jentsch Osterloh Broß Sommer","Limbach Winter","BroßDiFabio BroßDiFabio","Hassemer Broß DiFabio BroßDiFabio Jentsch",1,0,"1","BroßDiFabio Jentsch",1,FALSE,0
"437"," 2 BvR 2352/99  ",2000-02-24,2,3,"Hassemer","Broß","DiFabio","Limbach","Winter","Hassemer","DiFabio Jentsch Osterloh Broß Sommer","Limbach Winter","BroßDiFabio BroßDiFabio","Hassemer Broß DiFabio BroßDiFabio Jentsch",1,0,"1","BroßDiFabio Jentsch Osterloh Sommer",1,FALSE,0
"3823"," 2 BvR 1261/00  ",2000-07-31,2,3,"Hassemer","Broß","Osterloh","Limbach","Winter","Hassemer","DiFabio Jentsch Osterloh Broß Sommer","Limbach","Osterloh",NA,1,0,NA,NA,2,FALSE,NA
"4874"," 2 BvR 1372/00  ",2000-08-21,2,3,"Limbach","Sommer","Broß","Limbach","Winter","Hassemer","DiFabio Jentsch Osterloh Broß Sommer","Hassemer","Sommer","Limbach Broß BroßDiFabio",1,0,"4","BroßDiFabio Jentsch Osterloh Sommer",2,FALSE,1
"2037"," 2 BvQ 30/01  ",2001-08-01,2,3,"Hassemer","DiFabio","Mellinghoff","Limbach","Hassemer","Mellinghoff","DiFabio Jentsch Broß Sommer Osterloh","Limbach","DiFabio","Hassemer Mellinghoff DiFabio",1,0,"1","DiFabio Jentsch Broß Sommer Osterloh",1,FALSE,0
"3755"," 2 BvR 1349/01  ",2001-08-14,2,3,"Limbach","Jentsch","Hassemer","Limbach","Hassemer","Mellinghoff","DiFabio Jentsch Broß Sommer Osterloh","Mellinghoff","Jentsch","Limbach Hassemer DiFabio",2,0,"2","DiFabio Jentsch Broß Sommer Osterloh",2,FALSE,1
"1984"," 2 BvR 1523/01  ",2001-09-10,2,3,"Limbach","Hassemer","Osterloh","Limbach","Hassemer","Mellinghoff","DiFabio Jentsch Broß Sommer Osterloh","Mellinghoff","Osterloh","Limbach Hassemer DiFabio",2,0,"5","DiFabio Jentsch Broß Sommer Osterloh",3,FALSE,1
"74"," 2 BvR 1349/01  ",2001-09-20,2,3,"Hassemer","Broß","Mellinghoff","Limbach","Hassemer","Mellinghoff","DiFabio Jentsch Broß Sommer Osterloh","Limbach","Broß","Hassemer Mellinghoff DiFabio",1,0,"3","DiFabio Jentsch Broß Sommer Osterloh",1,FALSE,1
"5639"," 2 BvQ 7/02  ",2002-01-30,2,3,"Limbach","Hassemer","DiFabio","Limbach","Hassemer","Mellinghoff","DiFabio Jentsch Broß Sommer Osterloh","Mellinghoff","DiFabio","Limbach Hassemer DiFabio",2,0,"1","DiFabio Jentsch Broß Sommer Osterloh",2,FALSE,0
"3579"," 2 BvR 397/02  ",2002-03-21,2,3,"Sommer","Hassemer","Osterloh","Limbach","Hassemer","Mellinghoff","DiFabio Jentsch Broß Sommer Osterloh","Limbach Mellinghoff","Sommer Osterloh","Hassemer DiFabio Jentsch",1,0,"4 5","DiFabio Jentsch Broß Sommer Osterloh",3,FALSE,1
"3464"," 2 BvQ 31/02         2 BvR 909/02  ",2002-06-20,2,3,"Sommer","Osterloh","Mellinghoff","Hassemer","Osterloh","Mellinghoff","Lübbe-Wolff DiFabio Sommer Broß Jentsch","Hassemer","Sommer","Osterloh Mellinghoff DiFabio",1,0,"2","DiFabio Sommer Jentsch",2,FALSE,1
"4738"," 2 BvR 932/02  ",2002-08-12,2,3,"Hassemer","Sommer","Broß","Hassemer","Osterloh","Mellinghoff","Lübbe-Wolff DiFabio Sommer Broß Jentsch","Osterloh Mellinghoff","Sommer Broß","Hassemer Lübbe-Wolff DiFabio",2,0,"3 4","Lübbe-Wolff DiFabio Sommer Broß Jentsch",2,FALSE,1
"5410"," 2 BvR 1570/00  ",2002-12-10,2,3,"Hassemer","Osterloh","Lübbe-Wolff","Hassemer","Osterloh","Mellinghoff","Lübbe-Wolff DiFabio Sommer Broß Jentsch","Mellinghoff","Lübbe-Wolff","Hassemer Osterloh Lübbe-Wolff",3,1,"1","Lübbe-Wolff DiFabio Sommer Broß Jentsch",3,FALSE,0
"4090"," 2 BvR 2045/02  ",2003-01-02,2,3,"Hassemer","Broß","Mellinghoff","Hassemer","Osterloh","Mellinghoff","Lübbe-Wolff DiFabio Sommer Broß Jentsch","Osterloh","Broß","Hassemer Mellinghoff Lübbe-Wolff",2,0,"4","Lübbe-Wolff DiFabio Sommer Broß Jentsch",1,FALSE,1
"4980"," 2 BvR 1802/02  ",2004-06-03,2,3,"Osterloh","Mellinghoff","Gerhardt","Hassemer","Osterloh","Mellinghoff","Gerhardt DiFabio Broß Lübbe-Wolff Jentsch","Hassemer","Gerhardt","Osterloh Mellinghoff Gerhardt",2,0,"1","Gerhardt DiFabio Broß Lübbe-Wolff Jentsch",2,FALSE,0
"1615"," 2 BvR 2057/05  ",2005-12-29,2,3,"Broß","Osterloh","Landau","Broß","Osterloh","Mellinghoff","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff","Mellinghoff","Landau","Broß Osterloh Landau",1,0,"1","Landau DiFabio Gerhardt Lübbe-Wolff",1,FALSE,0
"4325"," 2 BvR 619/06  ",2006-04-06,2,3,"Osterloh","Mellinghoff","Landau","Broß","Osterloh","Mellinghoff","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff","Broß","Landau","Osterloh Mellinghoff Landau",1,0,"1","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff",1,FALSE,0
"5380"," 2 BvR 375/00  ",2006-07-14,2,3,"Broß","Osterloh","Landau","Broß","Osterloh","Mellinghoff","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff","Mellinghoff","Landau","Broß Osterloh Landau",1,0,"1","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff",1,FALSE,0
"4786"," 2 BvR 1552/06  ",2006-08-24,2,3,"DiFabio","Mellinghoff","Gerhardt","Broß","Osterloh","Mellinghoff","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff","Broß Osterloh","DiFabio Gerhardt","Mellinghoff Landau DiFabio",0,1,"2 4","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff",1,FALSE,1
"5707"," 2 BvR 1609/07  ",2007-08-08,2,3,"Broß","Mellinghoff","Landau","Broß","Osterloh","Mellinghoff","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff","Osterloh","Landau","Broß Mellinghoff Landau",0,1,"1","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff",0,FALSE,0
"5234"," 2 BvR 1485/07  ",2007-08-15,2,3,"Broß","Mellinghoff","Gerhardt","Broß","Osterloh","Mellinghoff","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff","Osterloh","Gerhardt","Broß Mellinghoff Landau",0,1,"4","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff",1,FALSE,1
"1065"," 2 BvR 1794/08  ",2008-09-03,2,3,"Voßkuhle","Mellinghoff","Lübbe-Wolff","Mellinghoff","Lübbe-Wolff","Gerhardt","Voßkuhle Osterloh Landau DiFabio Broß","Gerhardt","Voßkuhle","Mellinghoff Lübbe-Wolff Voßkuhle",2,0,"1","Voßkuhle Osterloh Landau DiFabio Broß",2,FALSE,0
"5225"," 2 BvR 1274/09  ",2009-07-30,2,3,"Voßkuhle","Mellinghoff","Gerhardt","Voßkuhle","Mellinghoff","Lübbe-Wolff","Gerhardt Osterloh Landau DiFabio Broß","Lübbe-Wolff","Gerhardt","Voßkuhle Mellinghoff Gerhardt",2,0,"1","Gerhardt Osterloh Landau Broß",2,FALSE,0
"2643"," 2 BvQ 45/09  ",2009-07-31,2,3,"Voßkuhle","DiFabio","Mellinghoff","Voßkuhle","Mellinghoff","Lübbe-Wolff","Gerhardt Osterloh Landau DiFabio Broß","Lübbe-Wolff","DiFabio","Voßkuhle Mellinghoff Gerhardt",2,0,"4","Gerhardt Osterloh Landau DiFabio Broß",1,FALSE,1
"766"," 2 BvR 1898/09  ",2009-08-24,2,3,"Mellinghoff","Lübbe-Wolff","Gerhardt","Voßkuhle","Mellinghoff","Lübbe-Wolff","Gerhardt Osterloh Landau DiFabio Broß","Voßkuhle","Gerhardt","Mellinghoff Lübbe-Wolff Gerhardt",2,0,"1","Gerhardt Osterloh Landau DiFabio Broß",2,FALSE,0
"22"," 2 BvQ 57/09  ",2009-09-08,2,3,"Voßkuhle","Osterloh","Gerhardt","Voßkuhle","Mellinghoff","Lübbe-Wolff","Gerhardt Osterloh Landau DiFabio Broß","Mellinghoff Lübbe-Wolff","Osterloh Gerhardt","Voßkuhle Gerhardt Osterloh",3,1,"1 2","Gerhardt Osterloh Landau DiFabio Broß",3,FALSE,0
"1672"," 2 BvR 1978/09  ",2009-12-15,2,3,"Gaier","Paulus","Britz","Voßkuhle","Mellinghoff","Lübbe-Wolff","Gerhardt Osterloh Landau DiFabio Broß","Voßkuhle Mellinghoff Lübbe-Wolff","Gaier Paulus Britz","Gerhardt Osterloh Landau",2,0,NA,"Gerhardt Osterloh Landau DiFabio Broß",2,FALSE,NA
"3941"," 2 BvR 1646/10  ",2010-08-05,2,3,"Voßkuhle","Mellinghoff","Gerhardt","Voßkuhle","Mellinghoff","Lübbe-Wolff","Gerhardt Osterloh Landau DiFabio Broß","Lübbe-Wolff","Gerhardt","Voßkuhle Mellinghoff Gerhardt",2,0,"1","Gerhardt Osterloh Landau DiFabio Broß",2,FALSE,0
"1271"," 2 BvR 1762/10  ",2010-08-16,2,3,"Voßkuhle","Mellinghoff","Gerhardt","Voßkuhle","Mellinghoff","Lübbe-Wolff","Gerhardt Osterloh Landau DiFabio Broß","Lübbe-Wolff","Gerhardt","Voßkuhle Mellinghoff Gerhardt",2,0,"1","Gerhardt Osterloh Landau DiFabio Broß",2,FALSE,0
"4639"," 2 BvQ 56/10  ",2010-08-23,2,3,"Voßkuhle","Lübbe-Wolff","Gerhardt","Voßkuhle","Mellinghoff","Lübbe-Wolff","Gerhardt Osterloh Landau DiFabio Broß","Mellinghoff","Gerhardt","Voßkuhle Lübbe-Wolff Gerhardt",3,1,"1","Gerhardt Osterloh Landau DiFabio Broß",3,FALSE,0
"316"," 2 BvR 633/11  ",2011-04-21,2,3,"Mellinghoff","Lübbe-Wolff","Landau","Mellinghoff","Lübbe-Wolff","Huber","Landau Gerhardt Voßkuhle Hermanns DiFabio","Huber","Landau","Mellinghoff Lübbe-Wolff Landau",1,0,"1","Landau Gerhardt Voßkuhle Hermanns DiFabio",1,FALSE,0
"3541"," 2 BvR 942/11  ",2011-05-17,2,3,"Mellinghoff","Landau","Huber","Mellinghoff","Lübbe-Wolff","Huber","Landau Gerhardt Voßkuhle Hermanns DiFabio","Lübbe-Wolff","Landau","Mellinghoff Huber Landau",0,1,"1","Landau Gerhardt Voßkuhle Hermanns DiFabio",0,FALSE,0
"726"," 2 BvR 1516/11  ",2011-09-15,2,3,"Lübbe-Wolff","Landau","Huber","Mellinghoff","Lübbe-Wolff","Huber","Landau Gerhardt Voßkuhle Hermanns DiFabio","Mellinghoff","Landau","Lübbe-Wolff Huber Landau",1,0,"1","Landau Gerhardt Voßkuhle Hermanns DiFabio",1,FALSE,0
"1232"," 2 BvR 858/11  ",2011-10-28,2,3,"Lübbe-Wolff","Landau","Huber","Mellinghoff","Lübbe-Wolff","Huber","Landau Gerhardt Voßkuhle Hermanns DiFabio","Mellinghoff","Landau","Lübbe-Wolff Huber Landau",1,0,"1","Landau Gerhardt Voßkuhle Hermanns",1,FALSE,0
"2587"," 2 BvR 611/12  ",2012-05-31,2,3,"Lübbe-Wolff","Gerhardt","Huber","Lübbe-Wolff","Huber","Kessal-Wulf","Landau Gerhardt Voßkuhle Müller Hermanns","Kessal-Wulf","Gerhardt","Lübbe-Wolff Huber Landau",1,0,"2","Landau Gerhardt Voßkuhle Müller Hermanns",2,FALSE,1
"4954","  2 BvR 878/14  ",2014-06-04,2,3,"Huber","Kessal-Wulf","König","Landau","Kessal-Wulf","König","Huber Gerhardt Voßkuhle Müller Hermanns","Landau","Huber","Kessal-Wulf König Huber",0,1,"1","Huber Gerhardt Voßkuhle Müller Hermanns",0,FALSE,0
"3498","  2 BvR 2343/14  ",2014-10-14,2,3,"Landau","Müller","Maidowski","Huber","Müller","Maidowski","Hermanns Landau Voßkuhle König Kessal-Wulf","Huber","Landau","Müller Maidowski Hermanns",1,0,"2","Hermanns Landau Voßkuhle König Kessal-Wulf",0,FALSE,1
"2377","  2 BvR 2735/14  ",2014-11-27,2,3,"Huber","Hermanns","Müller","Huber","Müller","Maidowski","Hermanns Landau Voßkuhle König Kessal-Wulf","Maidowski","Hermanns","Huber Müller Hermanns",1,0,"1","Hermanns Landau Voßkuhle König Kessal-Wulf",1,FALSE,0
"39","  2 BvQ 43/15  ",2015-11-27,2,3,"Landau","Müller","Kessal-Wulf","Huber","Müller","Maidowski","Hermanns Landau Voßkuhle König Kessal-Wulf","Huber Maidowski","Landau Kessal-Wulf","Müller Hermanns Landau",1,0,"2 5","Hermanns Landau Voßkuhle König Kessal-Wulf",0,FALSE,1
"1789"," 2 BvR 2318/97         2 BvR 2415/99  ",2000-12-21,2,4,"Limbach","Broß","DiFabio","Limbach","Jentsch","DiFabio","Osterloh Broß Sommer Winter Hassemer","Jentsch","Broß","Limbach DiFabio Osterloh",2,0,"2","Osterloh Broß Sommer Hassemer",1,FALSE,1
